x,y,sector,region,value,indicator,date,category,GDP,Employment,Inflation,Trade
-0.8540957393017248,0.9222066715665268,Health,Inner London,781,Inflation,2020-01-20,A,2.5341447877907477,-3.770527281164738,5.073831307688945,3.5404312742384034
-2.5529898158340787,0.37642553115562943,Tech,Outer London,934,GDP,2020-01-21,C,2.115335771391855,-3.9023015443608107,5.612668991725383,2.7504282857980544
0.6536185954403606,-1.0994007905841945,Finance,Outer London,214,Employment,2020-01-22,A,1.2130199243902275,-4.6266115303665085,7.591239115696591,2.734173849221534
0.8644361988595057,0.298238174206056,Tech,Outer London,960,GDP,2020-01-23,B,-0.25727948612055695,-5.727044371878172,8.480259328618418,3.2494390506573314
-0.7421650204064419,1.3263858966870303,Health,Inner London,434,GDP,2020-01-24,C,1.0734433868247084,-6.088924339246604,8.679400281689356,2.9680051108515446
2.2697546239876076,-0.6945678597313655,Finance,Outer London,841,Inflation,2020-01-25,A,1.802975653959181,-6.810336023147514,6.895733927085789,3.070640269027762
-1.4543656745987648,-0.14963454032767076,Finance,Outer London,319,Employment,2020-01-26,C,-0.9244464798881129,-7.077565363688885,8.6086072001222,3.034400346352138
0.04575851730144607,-0.43515355172163744,Finance,Outer London,346,GDP,2020-01-27,C,-2.2718591924068336,-6.704564571034989,7.645345321979663,0.9785486854579926
-0.1871838500258336,1.8492637284793418,Health,Inner London,200,Employment,2020-01-28,B,-2.379998071102701,-5.87862740914658,9.01443362989766,0.11450319001967302
1.5327792143584575,0.6722947570124355,Tech,Outer London,515,Inflation,2020-01-29,C,-3.691611124437509,-7.142504902947515,9.486546528812328,-0.05106751095446843
1.469358769900285,0.40746183624111043,Finance,Outer London,321,Employment,2020-01-30,C,-3.965476769008599,-4.8589829267787215,8.606178983135148,1.408071571828558
0.1549474256969163,-0.7699160744453164,Finance,Outer London,278,Inflation,2020-01-31,C,-3.770941153282352,-6.16006309751096,8.641943477460593,1.483958957654093
0.37816251960217356,0.5392491912918173,Finance,Outer London,608,Employment,2020-02-01,C,-1.951203692069884,-5.407095469370889,9.859707509278282,2.954148348072211
-0.8877857476301128,-0.6743326606573761,Finance,Outer London,274,Employment,2020-02-02,C,-0.24922435005777177,-6.486206396680097,10.166326149623982,3.6471827394552223
-1.980796468223927,0.03183055827435118,Tech,Inner London,705,Inflation,2020-02-03,A,0.861651977571271,-6.336462973860839,9.226548845527823,5.264183862772546
-0.3479121493261526,-0.635846078378881,Health,Inner London,726,GDP,2020-02-04,C,-0.39158050766449626,-6.269413771483003,9.88536631365335,4.296215129460071
0.15634896910398005,0.6764332949464997,Health,Outer London,773,GDP,2020-02-05,A,0.6012003597202121,-7.698152090553803,8.57316386274405,5.688629384856908
1.2302906807277207,0.5765908166149409,Tech,Inner London,880,Employment,2020-02-06,A,-0.23267939133827953,-9.087413059838891,7.92491325617439,4.687159673850685
1.2023798487844113,-0.20829875557799488,Finance,Inner London,836,Employment,2020-02-07,B,-1.8761827433392373,-9.631080441434777,8.24389063216763,6.675193549564947
-0.3873268174079523,0.3960067126616453,Tech,Inner London,845,Employment,2020-02-08,B,-1.0468327920030904,-8.10812189006473,10.783943554033964,5.003004878715885
-0.30230275057533557,-1.0930615087305058,Tech,Outer London,948,GDP,2020-02-09,C,-0.7643441826167905,-7.581013555608295,10.099794214840506,3.306577922341434
-1.0485529650670926,-1.4912575927056055,Tech,Inner London,166,Inflation,2020-02-10,B,-0.017911601163393298,-6.236324185032954,9.320225215654999,3.7672029505655167
-1.4200179371789752,0.4393917012645369,Tech,Outer London,556,Inflation,2020-02-11,A,-0.13538617565470024,-4.381450203378051,8.677842714341274,4.590139686682901
-1.7062701906250126,0.16667349537252904,Tech,Inner London,225,Inflation,2020-02-12,C,-1.5804040328309306,-3.8634064408542828,9.9623917377193,4.1661947235496894
1.9507753952317897,0.6350314368921064,Tech,Outer London,238,GDP,2020-02-13,B,0.37016491387163697,-4.780453793780622,10.64153589354114,3.8669053998028846
-0.5096521817516535,2.383144774863942,Health,Inner London,724,Inflation,2020-02-14,A,-1.3691600537240276,-4.714247117588246,12.014184909171885,3.8413267532722464
-0.4380743016111864,0.9444794869904138,Health,Outer London,830,GDP,2020-02-15,B,-0.26000709272902567,-4.423552751566364,11.088412375131762,3.2624030538889595
-1.2527953600499262,-0.9128222254441586,Tech,Outer London,255,Employment,2020-02-16,C,1.0060800191690427,-3.376020310320297,12.366680181497335,4.145332693796009
0.7774903558319101,1.117016288095853,Tech,Inner London,796,Inflation,2020-02-17,B,2.3113264202623625,-3.969952541912639,12.727440617165202,4.340501995430231
-1.6138978475579515,-1.3159074105115212,Tech,Outer London,220,Inflation,2020-02-18,C,1.946650671683436,-4.265338185843653,13.323102932234605,4.125657697051969
-0.2127402802139687,-0.461584604814709,Health,Inner London,421,GDP,2020-02-19,C,3.1532643524684807,-3.0925685641358207,12.728382808656795,4.800716804452415
-0.8954665611936756,-0.06824160532463124,Finance,Inner London,548,Employment,2020-02-20,B,3.858962992884808,-2.420285745542515,11.820435478660155,4.880701539284201
0.386902497859262,1.7133427216493666,Finance,Inner London,809,Inflation,2020-02-21,C,3.7753419064579647,-2.5502282400993983,10.769112145307151,5.633455495450381
-0.510805137568873,-0.7447548220484399,Finance,Outer London,956,GDP,2020-02-22,C,2.586849637427683,-3.4115575918611114,10.861646626358581,4.37626212819696
-1.180632184122412,-0.8264385386590144,Tech,Inner London,390,GDP,2020-02-23,C,3.4632608241815817,-3.568622507691665,9.486376216067617,4.666113308754381
-0.028182228338654868,-0.0984525244254323,Finance,Outer London,103,Inflation,2020-02-24,C,4.024649092068471,-3.513377328534605,8.139896121776202,4.352128272944233
0.42833187053041766,-0.6634782863621074,Tech,Inner London,800,Employment,2020-02-25,B,4.103358623316985,-3.161873849821066,7.492470542216446,3.8802876416977314
0.06651722238316789,1.126635922106507,Finance,Outer London,338,Inflation,2020-02-26,C,3.7690475599442816,-4.484493133671492,8.616552579205807,3.5684918028603825
0.3024718977397814,-1.0799315083634233,Health,Outer London,777,GDP,2020-02-27,C,3.201740310443473,-3.082433425604907,9.84236291242719,3.1451393170736117
-0.6343220936809636,-1.1474686524111024,Health,Inner London,271,GDP,2020-02-28,C,3.308975799646909,-2.2917262765518203,9.726717878449762,4.2342780866757295
-0.3627411659871381,-0.43782004474443403,Tech,Outer London,823,GDP,2020-02-29,C,3.1400228705552253,-0.4458653890693445,9.42568518329212,4.352028816866346
-0.672460447775951,-0.4980324506923049,Finance,Outer London,956,Employment,2020-03-01,A,3.7323922260207243,-0.16120724884634302,8.126285852023956,4.1646435320348125
-0.3595531615405413,1.9295320538169858,Finance,Inner London,682,GDP,2020-03-02,B,3.3502771582664796,0.03422007109965325,8.11405607442067,4.246739874955874
-0.813146282044454,0.9494208069257608,Finance,Outer London,760,Employment,2020-03-03,B,3.0851633439593895,0.9173022132849795,8.01798959171581,4.188769672935614
-1.7262826023316769,0.0875512413851909,Finance,Outer London,896,GDP,2020-03-04,A,1.8113143469644448,0.7035517588968656,7.174763020654352,2.614222682305006
0.17742614225375283,-1.225435518830168,Finance,Outer London,727,Employment,2020-03-05,B,2.6495787454698583,0.8890502271921853,7.863170680422966,3.2998839577192016
-0.4017809362082619,0.8443629764015471,Health,Outer London,934,Inflation,2020-03-06,A,0.8919040466254244,0.45408326203380567,7.529230227515396,3.7924311850931303
-1.6301983469660446,-1.0002153473895647,Tech,Outer London,704,Employment,2020-03-07,B,1.0168649394137923,0.6774920808845699,7.180106939058139,3.301963481002009
0.4627822555257742,-1.5447710967776116,Finance,Inner London,714,Inflation,2020-03-08,B,0.43565375820313257,-0.8682664903717519,9.059010290522547,2.938662592320938
-0.9072983643832422,1.1880297923523018,Health,Inner London,969,Employment,2020-03-09,C,0.6581099347261502,-0.12578643515067056,9.571903754306009,3.1409753283098847
0.05194539579613895,0.3169426119248496,Finance,Outer London,479,Inflation,2020-03-10,A,0.9683587270848317,0.6963382251970833,7.973613140319366,3.6517005516075516
0.7290905621775369,0.920858823780819,Health,Outer London,809,Employment,2020-03-11,A,1.636829398448536,0.5575474142728987,8.595284068516566,3.3246761565882132
0.12898291075741067,0.3187276529430212,Tech,Outer London,209,Inflation,2020-03-12,B,0.909149513742709,2.3538875228362537,7.8090225492114165,3.7844915265709913
1.1394006845433007,0.8568306119026912,Finance,Outer London,429,GDP,2020-03-13,A,-0.559988652474203,1.7933473588722646,7.993401544511365,3.431935355987277
-1.2348258203536526,-0.6510255933001469,Finance,Inner London,200,Inflation,2020-03-14,C,0.9294307738991185,1.2108307709784754,8.499218099436359,2.55733731209191
0.402341641177549,-1.0342428417844647,Health,Outer London,794,Employment,2020-03-15,B,0.6329055908424257,-1.2112087035304353,7.732109372915567,2.3617414352954844
-0.6848100909403132,0.681594518281627,Tech,Inner London,945,GDP,2020-03-16,B,1.1466810809537886,0.1702254725216783,8.246532537335922,2.2485259043470767
-0.8707971491818818,-0.8034096641738411,Health,Inner London,607,GDP,2020-03-17,C,-0.8338661681736534,0.37022386010999986,8.228712751869372,0.9627410259904663
-0.5788496647644155,-0.6895497777502005,Health,Outer London,771,Inflation,2020-03-18,A,-3.4565094967637187,-0.0009242985649792201,9.902200828811466,1.7094370776142134
-0.31155253212737266,-0.45553250351734315,Tech,Inner London,693,Inflation,2020-03-19,A,-2.9367373759882436,0.9717861130721022,9.692880651446371,-0.06698849352849745
0.05616534222974544,0.01747915902505673,Finance,Outer London,135,GDP,2020-03-20,B,-2.92740403505515,0.7321095612506376,8.932271618012084,-0.4846680249831002
-1.1651498407833565,-0.35399391125348395,Finance,Inner London,337,Inflation,2020-03-21,B,-5.821023953209026,-0.9660256510180123,9.48130904992101,-0.5799199941753143
0.9008264869541871,-1.3749512934180188,Health,Outer London,343,GDP,2020-03-22,C,-6.950544595422405,-1.5008859270718333,11.092037101850506,0.2258384655334561
0.46566243973045984,-0.6436184028328905,Tech,Outer London,350,GDP,2020-03-23,A,-8.601411805703885,-1.3001690579434175,11.72518830634439,-2.1021090958984043
-1.5362436862772237,-2.2234031522244266,Tech,Inner London,492,Inflation,2020-03-24,A,-9.99797057567045,-0.801942740376345,11.830533701390598,-0.33892172771943385
1.4882521937955997,0.6252314510271875,Finance,Outer London,866,Inflation,2020-03-25,A,-10.052905642937843,0.30081181510716837,13.765947777312734,-1.541493374607441
1.8958891760305832,-1.6020576556067476,Finance,Outer London,381,Employment,2020-03-26,C,-10.262574126958766,1.3390895968678032,15.554939371865103,-2.5880143989741953
1.1787795711596507,-1.1043833394284506,Health,Inner London,121,Inflation,2020-03-27,C,-9.103593698811489,2.247543084866341,17.01194090654556,-3.414285044923148
-0.17992483581235091,0.052165079260974405,Finance,Outer London,529,GDP,2020-03-28,B,-7.60947776638654,4.59127992440243,17.73176891087994,-4.055599652393914
-1.0707526215105425,-0.7395629963913133,Tech,Inner London,329,GDP,2020-03-29,B,-7.35602325034781,6.8437862502026565,16.874768021324044,-6.21735589395022
1.0544517269311366,1.5430145954067358,Health,Inner London,500,Employment,2020-03-30,B,-6.7452466222035,5.845120036345334,17.663890706240156,-6.320201402170029
-0.40317694697317963,-1.2928569097234486,Health,Inner London,253,Employment,2020-03-31,B,-7.932853880193021,4.626524594332404,16.301752784667958,-6.816875319774339
1.2224450703824274,0.26705086934918293,Tech,Inner London,219,GDP,2020-04-01,A,-9.069651446950605,6.105440867109173,17.529385693334106,-7.010830344439656
0.2082749780768603,-0.0392828182274956,Finance,Outer London,777,Employment,2020-04-02,A,-8.584592503188397,5.594860927001103,18.122031891874514,-5.275251168123079
0.9766390364837128,-1.1680934977411974,Finance,Inner London,995,GDP,2020-04-03,A,-7.998385372346264,7.58711858016737,19.71573669222159,-6.120682920220012
0.3563663971744019,0.5232766605317537,Tech,Inner London,485,Inflation,2020-04-04,A,-7.018853775551183,7.461674079144139,18.909114972629922,-7.5180049822958654
0.7065731681919482,-0.1715463312222481,Finance,Outer London,489,GDP,2020-04-05,C,-8.020912372821103,7.2665992418916785,19.74208197217013,-7.740190507528377
0.010500020720820478,0.7717905512136674,Finance,Inner London,810,Employment,2020-04-06,C,-10.070862491326846,7.025985246508328,19.79060600278819,-8.63733381621678
1.7858704939058352,0.8235041539637314,Health,Inner London,496,Inflation,2020-04-07,A,-8.812836057075563,6.460043480392511,18.52924861517813,-8.678260190266908
0.12691209270361992,2.16323594928069,Finance,Inner London,446,GDP,2020-04-08,B,-9.668680201465666,4.88301117908849,18.152164793630117,-7.944813834533651
0.40198936344470165,1.336527949436392,Finance,Outer London,686,GDP,2020-04-09,A,-9.605002363417642,6.209307639375466,19.05209382482249,-9.015717129003411
